,img_name,img_path,object_path
649,001299.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001299.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001299.npy
650,001304.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001304.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001304.npy
651,001309.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001309.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001309.npy
652,001310.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001310.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001310.npy
653,001311.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001311.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001311.npy
654,001312.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001312.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001312.npy
655,001314.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001314.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001314.npy
656,001315.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001315.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001315.npy
657,001316.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001316.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001316.npy
658,001323.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001323.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001323.npy
659,001324.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001324.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001324.npy
660,001325.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001325.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001325.npy
661,001326.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001326.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001326.npy
662,001327.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001327.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001327.npy
663,001330.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001330.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001330.npy
664,001332.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001332.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001332.npy
665,001333.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001333.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001333.npy
666,001334.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001334.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001334.npy
667,001337.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001337.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001337.npy
668,001341.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001341.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001341.npy
669,001343.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001343.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001343.npy
670,001345.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001345.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001345.npy
671,001346.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001346.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001346.npy
672,001348.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001348.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001348.npy
673,001350.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001350.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001350.npy
674,001352.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001352.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001352.npy
675,001360.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001360.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001360.npy
676,001361.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001361.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001361.npy
677,001362.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001362.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001362.npy
678,001364.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001364.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001364.npy
679,001365.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001365.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001365.npy
680,001371.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001371.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001371.npy
681,001375.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001375.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001375.npy
682,001378.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001378.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001378.npy
683,001383.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001383.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001383.npy
684,001384.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001384.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001384.npy
685,001385.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001385.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001385.npy
686,001386.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001386.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001386.npy
687,001387.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001387.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001387.npy
688,001388.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001388.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001388.npy
689,001390.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001390.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001390.npy
690,001393.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001393.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001393.npy
691,001395.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001395.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001395.npy
692,001397.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001397.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001397.npy
693,001400.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001400.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001400.npy
694,001402.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001402.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001402.npy
695,001404.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001404.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001404.npy
696,001405.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001405.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001405.npy
697,001406.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001406.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001406.npy
698,001408.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001408.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001408.npy
699,001409.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001409.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001409.npy
700,001413.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001413.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001413.npy
701,001414.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001414.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001414.npy
702,001418.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001418.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001418.npy
703,001420.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001420.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001420.npy
704,001421.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001421.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001421.npy
705,001426.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001426.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001426.npy
706,001427.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001427.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001427.npy
707,001430.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001430.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001430.npy
708,001432.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001432.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001432.npy
709,001434.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001434.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001434.npy
710,001436.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001436.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001436.npy
711,001439.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001439.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001439.npy
712,001441.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001441.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001441.npy
713,001442.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001442.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001442.npy
714,001443.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001443.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001443.npy
715,001444.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001444.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001444.npy
716,001445.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001445.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001445.npy
717,001450.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001450.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001450.npy
718,001451.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001451.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001451.npy
719,001453.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001453.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001453.npy
720,001455.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001455.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001455.npy
721,001457.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001457.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001457.npy
722,001460.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001460.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001460.npy
723,001463.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001463.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001463.npy
724,001464.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001464.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001464.npy
725,001465.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001465.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001465.npy
726,001466.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001466.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001466.npy
727,001467.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001467.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001467.npy
728,001468.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001468.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001468.npy
729,001470.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001470.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001470.npy
730,001472.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001472.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001472.npy
731,001475.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001475.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001475.npy
732,001479.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001479.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001479.npy
733,001480.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001480.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001480.npy
734,001481.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001481.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001481.npy
735,001483.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001483.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001483.npy
736,001484.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001484.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001484.npy
737,001485.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001485.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001485.npy
738,001486.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001486.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001486.npy
739,001488.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001488.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001488.npy
740,001490.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001490.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001490.npy
741,001492.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001492.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001492.npy
742,001493.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001493.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001493.npy
743,001494.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001494.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001494.npy
744,001497.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001497.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001497.npy
745,001498.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001498.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001498.npy
746,001499.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001499.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001499.npy
747,001501.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001501.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001501.npy
748,001504.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001504.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001504.npy
749,001509.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001509.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001509.npy
750,001510.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001510.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001510.npy
751,001512.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001512.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001512.npy
752,001514.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001514.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001514.npy
753,001515.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001515.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001515.npy
754,001517.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001517.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001517.npy
755,001521.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001521.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001521.npy
756,001522.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001522.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001522.npy
757,001523.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001523.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001523.npy
758,001524.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001524.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001524.npy
759,001526.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001526.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001526.npy
760,001528.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001528.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001528.npy
761,001529.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001529.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001529.npy
762,001531.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001531.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001531.npy
763,001532.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001532.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001532.npy
764,001536.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001536.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001536.npy
765,001537.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001537.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001537.npy
766,001539.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001539.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001539.npy
767,001541.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001541.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001541.npy
768,001543.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001543.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001543.npy
769,001544.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001544.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001544.npy
770,001545.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001545.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001545.npy
771,001548.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001548.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001548.npy
772,001553.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001553.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001553.npy
773,001554.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001554.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001554.npy
774,001555.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001555.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001555.npy
775,001556.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001556.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001556.npy
776,001557.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001557.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001557.npy
777,001559.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001559.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001559.npy
778,001561.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001561.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001561.npy
779,001563.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001563.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001563.npy
780,001565.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001565.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001565.npy
781,001571.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001571.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001571.npy
782,001576.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001576.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001576.npy
783,001577.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001577.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001577.npy
784,001579.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001579.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001579.npy
785,001580.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001580.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001580.npy
786,001582.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001582.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001582.npy
787,001586.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001586.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001586.npy
788,001588.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001588.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001588.npy
789,001590.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001590.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001590.npy
790,001593.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001593.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001593.npy
791,001594.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001594.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001594.npy
792,001595.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001595.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001595.npy
793,001597.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001597.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001597.npy
794,001598.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001598.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001598.npy
795,001603.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001603.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001603.npy
796,001604.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001604.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001604.npy
797,001607.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001607.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001607.npy
798,001608.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001608.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001608.npy
799,001610.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001610.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001610.npy
800,001611.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001611.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001611.npy
801,001612.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001612.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001612.npy
802,001614.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001614.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001614.npy
803,001617.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001617.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001617.npy
804,001618.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001618.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001618.npy
805,001622.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001622.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001622.npy
806,001627.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001627.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001627.npy
807,001628.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001628.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001628.npy
808,001630.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001630.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001630.npy
809,001632.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001632.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001632.npy
810,001633.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001633.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001633.npy
811,001636.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001636.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001636.npy
812,001638.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001638.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001638.npy
813,001640.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001640.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001640.npy
814,001642.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001642.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001642.npy
815,001643.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001643.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001643.npy
816,001647.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001647.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001647.npy
817,001649.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001649.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001649.npy
818,001650.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001650.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001650.npy
819,001651.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001651.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001651.npy
820,001653.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001653.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001653.npy
821,001654.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001654.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001654.npy
822,001661.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001661.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001661.npy
823,001662.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001662.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001662.npy
824,001669.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001669.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001669.npy
825,001673.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001673.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001673.npy
826,001675.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001675.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001675.npy
827,001676.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001676.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001676.npy
828,001677.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001677.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001677.npy
829,001678.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001678.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001678.npy
830,001680.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001680.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001680.npy
831,001682.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001682.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001682.npy
832,001683.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001683.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001683.npy
833,001684.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001684.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001684.npy
834,001685.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001685.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001685.npy
835,001686.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001686.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001686.npy
836,001688.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001688.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001688.npy
837,001689.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001689.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001689.npy
838,001690.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001690.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001690.npy
839,001691.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001691.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001691.npy
840,001693.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001693.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001693.npy
841,001699.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001699.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001699.npy
842,001707.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001707.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001707.npy
843,001708.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001708.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001708.npy
844,001711.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001711.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001711.npy
845,001713.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001713.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001713.npy
846,001714.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001714.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001714.npy
847,001717.jpg,F:\VOCdevkit\VOC2007\JPEGImages\001717.jpg,F:\VOCdevkit\VOC2007\Annotations_array/001717.npy
